show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,content_age
s4082,Movie,Life of An Outcast,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh",India,2019-02-25,2018,TV-PG,80 min,Independent Movies,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism.",2019.0,2.0,7.0
s4082,Movie,Life of An Outcast,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh",India,2019-02-25,2018,TV-PG,80 min,International Movies,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism.",2019.0,2.0,7.0
s1657,Movie,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,2020-11-24,2020,R,117 min,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",2020.0,11.0,6.0
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,2020-03-29,2020,TV-14,160 min,Comedies,"A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.",2020.0,3.0,6.0
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,2020-03-29,2020,TV-14,160 min,Dramas,"A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.",2020.0,3.0,6.0
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,2020-03-29,2020,TV-14,160 min,International Movies,"A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams, but their newfound peace is disrupted by a dangerous killer.",2020.0,3.0,6.0
s2322,Movie,George Lopez: We'll Do It For Half,Troy Miller,George Lopez,United States,2020-06-30,2020,TV-MA,52 min,Stand-Up Comedy,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",2020.0,6.0,6.0
s3542,TV Show,Naruto,Hayato Date,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Kazuhiko Inoue, Toshihiko Seki, Hidekatsu Shibata, Masako Katsuki, Nana Mizuki",Japan,2019-09-01,2006,TV-14,9 Seasons,Anime Series,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series.",2019.0,9.0,7.0
s3542,TV Show,Naruto,Hayato Date,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Kazuhiko Inoue, Toshihiko Seki, Hidekatsu Shibata, Masako Katsuki, Nana Mizuki",Japan,2019-09-01,2006,TV-14,9 Seasons,International TV Shows,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series.",2019.0,9.0,7.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Mexico,2018-04-06,2016,TV-MA,117 min,Action & Adventure,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Mexico,2018-04-06,2016,TV-MA,117 min,Dramas,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Mexico,2018-04-06,2016,TV-MA,117 min,International Movies,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Spain,2018-04-06,2016,TV-MA,117 min,Action & Adventure,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Spain,2018-04-06,2016,TV-MA,117 min,Dramas,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s8178,Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Spain,2018-04-06,2016,TV-MA,117 min,International Movies,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",2018.0,4.0,8.0
s5548,Movie,Killa,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,2017-04-01,2014,TV-14,107 min,Dramas,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,2017.0,4.0,9.0
s5548,Movie,Killa,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,2017-04-01,2014,TV-14,107 min,International Movies,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,2017.0,4.0,9.0
s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,2017-01-01,2016,TV-MA,118 min,Dramas,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",2017.0,1.0,9.0
s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,2017-01-01,2016,TV-MA,118 min,International Movies,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",2017.0,1.0,9.0
s4634,TV Show,Mobile Suit Gundam UC,Unknown,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,2018-09-20,2014,TV-PG,1 Season,Anime Series,"When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",2018.0,9.0,8.0
s4634,TV Show,Mobile Suit Gundam UC,Unknown,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,2018-09-20,2014,TV-PG,1 Season,International TV Shows,"When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",2018.0,9.0,8.0
s8774,Movie,Yanda Kartavya Aahe,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende",India,2018-01-01,2006,TV-PG,151 min,Comedies,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",2018.0,1.0,8.0
s8774,Movie,Yanda Kartavya Aahe,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende",India,2018-01-01,2006,TV-PG,151 min,Dramas,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",2018.0,1.0,8.0
s8774,Movie,Yanda Kartavya Aahe,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende",India,2018-01-01,2006,TV-PG,151 min,International Movies,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",2018.0,1.0,8.0
s8469,Movie,The Pursuit,John Papola,Arthur Brooks,United States,2019-08-07,2019,TV-14,76 min,Documentaries,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",2019.0,8.0,7.0
s4521,TV Show,Ordinary Heroes,Unknown,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",Unknown,2018-10-11,2018,TV-MA,1 Season,Crime TV Shows,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",2018.0,10.0,8.0
s4521,TV Show,Ordinary Heroes,Unknown,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",Unknown,2018-10-11,2018,TV-MA,1 Season,International TV Shows,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",2018.0,10.0,8.0
s4521,TV Show,Ordinary Heroes,Unknown,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",Unknown,2018-10-11,2018,TV-MA,1 Season,TV Dramas,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",2018.0,10.0,8.0
s4639,TV Show,Ingobernable,Unknown,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,2018-09-14,2018,TV-MA,2 Seasons,Crime TV Shows,"The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",2018.0,9.0,8.0
s4639,TV Show,Ingobernable,Unknown,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,2018-09-14,2018,TV-MA,2 Seasons,International TV Shows,"The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",2018.0,9.0,8.0
s4639,TV Show,Ingobernable,Unknown,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,2018-09-14,2018,TV-MA,2 Seasons,Spanish-Language TV Shows,"The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",2018.0,9.0,8.0
s7022,Movie,Hulk Vs.,"Sam Liu, Frank Paur","Fred Tatasciore, Matthew Wolf, Graham McTavish, Grey DeLisle, Kari Wahlgren, Bryce Johnson, Janyse Jaud, Jay Brazeau, Jonathan Holmes, Paul Dobson, Michael Adamthwaite, French Tickner, Nicole Oliver, Qayam Devji, Steve Blum, Mark Acheson, Colin Murdock, Nolan North, Tom Kane",United States,2020-06-01,2009,PG-13,83 min,Action & Adventure,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,2020.0,6.0,6.0
s7022,Movie,Hulk Vs.,"Sam Liu, Frank Paur","Fred Tatasciore, Matthew Wolf, Graham McTavish, Grey DeLisle, Kari Wahlgren, Bryce Johnson, Janyse Jaud, Jay Brazeau, Jonathan Holmes, Paul Dobson, Michael Adamthwaite, French Tickner, Nicole Oliver, Qayam Devji, Steve Blum, Mark Acheson, Colin Murdock, Nolan North, Tom Kane",United States,2020-06-01,2009,PG-13,83 min,Sci-Fi & Fantasy,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,2020.0,6.0,6.0
s5073,Movie,Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,2018-01-19,2018,PG-13,108 min,Comedies,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",2018.0,1.0,8.0
s1340,TV Show,Invisible City,Unknown,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,2021-02-05,2021,TV-MA,1 Season,Crime TV Shows,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",2021.0,2.0,5.0
s1340,TV Show,Invisible City,Unknown,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,2021-02-05,2021,TV-MA,1 Season,International TV Shows,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",2021.0,2.0,5.0
s1340,TV Show,Invisible City,Unknown,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,2021-02-05,2021,TV-MA,1 Season,TV Dramas,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",2021.0,2.0,5.0
s6177,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,2019-12-31,2007,TV-14,134 min,Dramas,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",2019.0,12.0,7.0
s6177,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,2019-12-31,2007,TV-14,134 min,Independent Movies,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",2019.0,12.0,7.0
s6177,Movie,Anwar,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",India,2019-12-31,2007,TV-14,134 min,International Movies,"Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy.",2019.0,12.0,7.0
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,2015,TV-14,80 min,Comedies,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",2020.0,5.0,6.0
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,2015,TV-14,80 min,Horror Movies,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",2020.0,5.0,6.0
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,2015,TV-14,80 min,International Movies,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",2020.0,5.0,6.0
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,2017-07-07,2017,TV-14,4 Seasons,International TV Shows,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",2017.0,7.0,9.0
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,2017-07-07,2017,TV-14,4 Seasons,TV Dramas,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",2017.0,7.0,9.0
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,2017-07-07,2017,TV-14,4 Seasons,Teen TV Shows,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",2017.0,7.0,9.0
s867,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,2021-05-19,2017,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.",2021.0,5.0,5.0
s2755,Movie,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",United States,2020-03-31,2016,PG,131 min,Children & Family Movies,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.,2020.0,3.0,6.0
s2755,Movie,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",United States,2020-03-31,2016,PG,131 min,Dramas,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.,2020.0,3.0,6.0
s2755,Movie,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",United States,2020-03-31,2016,PG,131 min,Sports Movies,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.,2020.0,3.0,6.0
s1085,TV Show,Heaven Official's Blessing,Unknown,"Jiang Guangtao, Ma Zhengyang, Wen Sen, Hu Liangwei, Huang Ying",China,2021-04-09,2020,TV-14,1 Season,Anime Series,"Banished to the mortal realm to exorcise ghosts, a deity must reckon with a demon and soon uncovers a dark secret behind the heavenly gods.",2021.0,4.0,5.0
s1085,TV Show,Heaven Official's Blessing,Unknown,"Jiang Guangtao, Ma Zhengyang, Wen Sen, Hu Liangwei, Huang Ying",China,2021-04-09,2020,TV-14,1 Season,International TV Shows,"Banished to the mortal realm to exorcise ghosts, a deity must reckon with a demon and soon uncovers a dark secret behind the heavenly gods.",2021.0,4.0,5.0
s1085,TV Show,Heaven Official's Blessing,Unknown,"Jiang Guangtao, Ma Zhengyang, Wen Sen, Hu Liangwei, Huang Ying",China,2021-04-09,2020,TV-14,1 Season,Romantic TV Shows,"Banished to the mortal realm to exorcise ghosts, a deity must reckon with a demon and soon uncovers a dark secret behind the heavenly gods.",2021.0,4.0,5.0
s8138,TV Show,Swami Baba Ramdev: The Untold Story,Unknown,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",Unknown,2018-05-01,2018,TV-14,1 Season,International TV Shows,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",2018.0,5.0,8.0
s8138,TV Show,Swami Baba Ramdev: The Untold Story,Unknown,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",Unknown,2018-05-01,2018,TV-14,1 Season,TV Dramas,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",2018.0,5.0,8.0
s4302,Movie,Once in a Lifetime Sessions with Snow Patrol,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny McDaid, Edith Bowman",United States,2018-12-15,2018,TV-MA,83 min,Documentaries,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band.",2018.0,12.0,8.0
s4302,Movie,Once in a Lifetime Sessions with Snow Patrol,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny McDaid, Edith Bowman",United States,2018-12-15,2018,TV-MA,83 min,Music & Musicals,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band.",2018.0,12.0,8.0
s2628,TV Show,"Coronavirus, Explained",Unknown,Not Available,United States,2020-04-26,2020,TV-PG,1 Season,Docuseries,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020.0,4.0,6.0
s2628,TV Show,"Coronavirus, Explained",Unknown,Not Available,United States,2020-04-26,2020,TV-PG,1 Season,Science & Nature TV,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020.0,4.0,6.0
s625,Movie,Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski",Unknown,2021-06-30,2021,TV-MA,92 min,Dramas,"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2021.0,6.0,5.0
s625,Movie,Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski",Unknown,2021-06-30,2021,TV-MA,92 min,International Movies,"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2021.0,6.0,5.0
s625,Movie,Prime Time,Jakub Piątek,"Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski",Unknown,2021-06-30,2021,TV-MA,92 min,Thrillers,"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2021.0,6.0,5.0
s2145,TV Show,GAME ON: A Comedy Crossover Event,Unknown,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Paul Wight, Allison Munn, Gabriel Iglesias, Sherri Shepherd, Paulina Chávez, Jencarlos Canela",United States,2020-08-10,2020,TV-G,1 Season,Kids' TV,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020.0,8.0,6.0
s2145,TV Show,GAME ON: A Comedy Crossover Event,Unknown,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Paul Wight, Allison Munn, Gabriel Iglesias, Sherri Shepherd, Paulina Chávez, Jencarlos Canela",United States,2020-08-10,2020,TV-G,1 Season,TV Comedies,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020.0,8.0,6.0
s1492,Movie,AK vs AK,Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap",India,2020-12-25,2020,TV-MA,109 min,Comedies,"After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time.",2020.0,12.0,6.0
